variable,mean,std,min,q1,median,q3,max
VAR_2T,278.5201047768369,1.7542166637112373,274.5865478515625,277.00484910122185,278.1620242096657,280.21758607376455,282.38397216796875
VAR_10U,-0.04904272564502183,0.26496222147529697,-1.0320160388946533,-0.22853130210450914,-0.04489148921484864,0.1305614094206587,0.9778383374214172
VAR_10V,0.19105577438511878,0.28209904251894863,-0.5134268999099731,-0.049034581615773655,0.17878385269364647,0.44286251605250115,0.9685192704200745
