variable,mean,std,min,q1,median,q3,max
VAR_2T,278.5481652864057,20.899659867548344,189.4624481201172,268.7996286791424,283.34685853470205,296.3513999761537,326.03692626953125
VAR_10U,-0.04904265983860579,5.555975872743256,-120.64729309082031,-3.9345908941224566,-0.35049261048782704,3.2560875471248183,79.00747680664062
VAR_10V,0.19105585058215555,4.772526800597536,-159.21847534179688,-2.688252648641897,0.23951366335846658,3.186935069949128,166.60025024414062
